selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Passeriformes	värvulised	Muscicapidae	kärbsenäplased	Vauriella insignis, [Rhinomyias insignis]	luzoni paguööbik	White-browed Jungle Flycatcher, White-browed Jungle-flycatcher, Lepanto Jungle Flycatcher, Luzon Jungle-flycatcher, Rusty-flanked Jungle-flycatcher, Insignia Jungle-flycatcher
Passeriformes	värvulised	Muscicapidae	kärbsenäplased	Xenocopsychus ansorgei	kaljuööbik	Angola Cave Chat, Angola Cave-chat, Ansorge's Cave-chat, Angolan Cave Robin
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga bella	sõba-nektarilind	Handsome Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga boltoni		Apo Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga christinae		Fork-tailed Sunbird, Hainan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga duyvenbodei	sangihe nektarilind	Elegant Sunbird, Sanghir Yellow-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga eximia	valgekülg-nektarilind	White-flanked Sunbird, Kühl's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga flagrans		Flaming Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga gouldiae		Mrs. Gould's Sunbird, Gould's Sunbird, Mrs Gould's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga guimarasensis, Aethopyga flagrans guimarasensis		Maroon-naped Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga ignicauda		Fire-tailed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga linaraborae		Lina's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga magnifica, Aethopyga siparaya magnifica		Magnificent Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga mystacalis	jaava nektarilind	Javan Sunbird, Scarlet Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga nipalensis		Green-tailed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga primigenia, Aethopyga primigenius		Grey-hooded Sunbird, Hachisuka's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga pulcherrima		Metallic-winged Sunbird, Mountain Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga pulcherrima decorosa, Aethopyga decorosa	boholi nektarilind	Bohol Sunbird, McGregor's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga saturata		Black-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga shelleyi	palawani nektarilind	Lovely Sunbird, Palawan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga siparaja	karmiin-nektarilind	Crimson Sunbird, Yellow-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga temminckii, Aethopyga mystacalis temminckii	puna-nektarilind	Temminck's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga tibolii, Aethopyga boltoni tibolii		Tboli Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Aethopyga vigorsii, Aethopyga siparaja vigorsii		Vigors's Sunbird, Sahyadri Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anabathmis hartlaubii, Nectarinia hartlaubii	príncipe nektarilind	Principe Sunbird, Principé Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anabathmis newtonii, Nectarinia newtonii	nõlva-nektarilind	Newton's Sunbird, Newton's Yellow-breasted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anabathmis reichenbachii, Nectarinia reichenbachii		Reichenbach's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthobaphes violacea, Nectarinia violacea		Orange-breasted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes anchietae		Anchieta's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes aurantius, Anthreptes aurantium		Violet-tailed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes gabonicus, Hedydipna gabonica	mangroovi-nektarilind	Mangrove Sunbird, Mouse-brown Sunbird, Brown Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes griseigularis, Anthreptes malacensis griseigularis	hallkurk-nektarilind	Grey-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes longuemarei		Western Violet-backed Sunbird, Violet-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes malacensis	hurm-nektarilind	Brown-throated Sunbird, Plain-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes neglectus		Uluguru Violet-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes orientalis		Eastern Violet-backed Sunbird, Kenya Violet-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes rectirostris		Yellow-chinned Sunbird, Straight-billed Green Sunbird, Green Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes reichenowi		Plain-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes rhodolaemus, Anthreptes rhodolaema	maasik-nektarilind	Red-throated Sunbird, Shelley's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes rubritorques		Banded Green Sunbird, Banded Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes seimundi, Nectarinia seimundi		Little Green Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes simplex	sametlaup-nektarilind	Plain Sunbird, Plain-coloured Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Anthreptes tephrolaemus, Anthreptes rectirostris tephrolaemus, Deleornis rectirostris tephrolaemus	tuhkkurk-nektarilind	Grey-chinned Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera affinis, Arachnotera affinis		Streaky-breasted Spiderhunter, Grey-breasted Spiderhunter*
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera chrysogenys, Arachnotera chrysogenys		Yellow-eared Spiderhunter, Lesser Yellow-eared Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera clarae, Arachnotera clarae		Naked-faced Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera crassirostris, Arachnotera crassirostris		Thick-billed Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera dilutior, Arachnotera longirostra dilutior		Pale Spiderhunter, Palawan Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera everetti, Arachnothera affinis everetti, [Arachnotera affinis everetti]		Bornean Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera flammifera, Arachnotera longirostra flammifera		Orange-tufted Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera flavigaster, Arachnotera flavigaster		Spectacled Spiderhunter, Greater Yellow-eared Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera juliae, Arachnotera juliae		Whitehead's Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera longirostra, Arachnotera longirostra		Little Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera magna, Arachnotera magna		Streaked Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera modesta, Arachnothera affinis modesta, Arachnotera modesta		Grey-breasted Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Arachnothera robusta, Arachnotera robusta		Long-billed Spiderhunter
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra adelberti, Nectarinia adelberti		Buff-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra amethystina, Nectarinia amethystina		Amethyst Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra balfouri, Nectarinia balfouri, Cinnyris balfouri	socotra nektarilind	Socotra Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra fuliginosa, Nectarinia fuliginosa		Carmelite Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra hunteri, Nectarinia hunteri		Hunter's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra rubescens, Nectarinia rubescens		Green-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcomitra senegalensis, Nectarinia senegalensis		Scarlet-chested Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Chalcoparia singalensis, Anthreptes singalensis	lühinokk-nektarilind	Ruby-cheeked Sunbird, Rubycheek
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris afer, Nectarinia afra		Greater Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris asiaticus, Nectarinia asiatica, Arachnechthra asiatica	sini-nektarilind	Purple Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris aurora, Cinnyris jugularis aurora, Nectarinia jugularis aurora		Palawan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris batesi, Nectarinia batesi		Bates's Sunbird, Bates's Olive Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris bifasciatus, Nectarinia bifasciata		Purple-banded Sunbird, Common Purple-banded Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris bouvieri, Nectarinia bouvieri		Orange-tufted Sunbird, Southern Orange-tufted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris buettikoferi, Nectarinia buettikoferi, Cyrtostomus buettikoferi	sumba nektarilind	Apricot-breasted Sunbird, Sumba I Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris chalcomelas		Violet-breasted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris chalybeus, Nectarinia chalybea		Southern Double-collared Sunbird, Lesser Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris chloropygius, Nectarinia chloropygia		Olive-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris clementiae, Cinnyris jugularis clementiae, Nectarinia jugularis clementiae		South Moluccan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris coccinigastrus, Nectarinia coccinigastra		Splendid Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris comorensis, Nectarinia comorensis	ndzuani nektarilind	Anjouan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris congensis, Nectarinia congensis		Congo Sunbird, Congo Black-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris coquerellii, Nectarinia coquerellii	maore nektarilind	Mayotte Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris cupreus, Nectarinia cuprea, Chalcomitra cuprea	vask-nektarilind	Copper Sunbird, Coppery Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris dussumieri, Nectarinia dussumieri	seišelli nektarilind	Seychelles Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris erythrocercus, Nectarinia erythrocerca		Red-chested Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris frenatus, Cinnyris jugularis frenatus, Nectarinia jugularis frenatus		Sahul Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris fuelleborni, Cinnyris mediocris fuelleborni, Nectarinia mediocris fuelleborni		Forest Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris fuscus, Nectarinia fusca		Dusky Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris gertrudis, Cinnyris manoensis pintoi, Nectarinia manoensis pintoi		Western Miombo Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris habessinicus, Nectarinia habessinica		Abyssinian Sunbird, Shining Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris hellmayri, Cinnyris habessinicus hellmayri, Nectarinia habessinicus hellmayri		Arabian Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris humbloti, Nectarinia humbloti	komoori nektarilind	Humblot's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris idenburgi, Cinnyris jugularis idenburgi, Nectarinia jugularis idenburgi		Mamberamo Sunbird, Rand's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris infrenatus, Cinnyris jugularis infrenatus, Nectarinia jugularis infrenatus		Tukangbesi Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris johannae, Nectarinia johannae		Johanna's Sunbird, Madame Verreaux's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris jugularis, Nectarinia jugularis		Garden Sunbird, Olive-backed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris lotenius, Nectarinia lotenia, Arachnechthra lotenia	draviidi nektarilind	Loten's Sunbird, Long-billed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris loveridgei, Nectarinia loveridgei, Anthobaphes loveridgei	virsikrind-nektarilind	Loveridge's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris ludovicensis, Nectarinia ludovicensis		Ludwig's Double-collared Sunbird, Montane Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris manoensis, Nectarinia manoensis		Eastern Miombo Sunbird, Miombo Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris mariquensis, Nectarinia mariquensis		Marico Sunbird, Mariqua Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris mediocris, Nectarinia mediocris		Eastern Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris melanogastrus, Cinnyris pulchellus melanogastrus, Nectarinia pulchellus melanogastrus		Gorgeous Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris minullus, Nectarinia minulla		Tiny Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris moreaui, Nectarinia moreaui, Anthobaphes moreaui	tanganjika nektarilind	Moreau's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris nectarinioides, Nectarinia nectarinioides		Black-bellied Sunbird, Smaller Black-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris neergaardi, Nectarinia neergaardi		Neergaard's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris notatus, Nectarinia notata, Chalcomitra notata	mustkõht-nektarilind	Malagasy Green Sunbird, Long-billed Sunbird, Long-billed Green Sunbird, Noted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris ornatus, Cinnyris jugularis ornatus, Nectarinia jugularis ornatus		Ornate Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris osea, Nectarinia osea	araabia nektarilind	Palestine Sunbird, Northern Orange-tufted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris oustaleti, Nectarinia oustaleti		Oustalet's Sunbird, Oustalet's White-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris pembae, Nectarinia pembae, Chalcomitra pembae	pemba nektarilind	Pemba Sunbird, Violet-breasted Sunbird*
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris prigoginei, Cinnyris stuhlmanni prigoginei, Nectarinia prigoginei, Nectarinia prigoginei, Anthobaphes prigoginei	marungu nektarilind	Prigogine's Double-collared Sunbird, Double-breasted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris pulchellus, Nectarinia pulchella, Cinnyris pulchella		Beautiful Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris regius, Nectarinia regia		Regal Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris reichenowi, Nectarinia preussi		Northern Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris rockefelleri, Nectarinia rockefelleri		Rockefeller's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris rufipennis, Nectarinia rufipennis		Rufous-winged Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris shelleyi, Nectarinia shelleyi		Shelley's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris solaris, Nectarinia solaris		Flame-breasted Sunbird, Timor Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris sovimanga, Cinnyris souimanga, Nectarinia sovimanga	ruskevöö-nektarilind	Souimanga Sunbird, Madagascan Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris stuhlmanni, Nectarinia stuhlmanni, Anthobaphes stuhlmanni	naistepuna-nektarilind	Rwenzori Double-collared Sunbird, Ruwenzori Double-collared Sunbird, Stuhlmann's Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris superbus, Nectarinia superba		Superb Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris talatala, Nectarinia talatala		White-bellied Sunbird, White-breasted Sunbird, Southern White-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris teysmanni, Cinnyris jugularis teysmanni, Nectarinia jugularis teysmanni		Flores Sea Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris tsavoensis		Tsavo Sunbird, Tsavo Purple-banded Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris ursulae, Nectarinia ursulae		Ursula's Sunbird, Fernando Po Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris usambaricus, Cinnyris mediocris usambaricus, Nectarinia mediocris usambaricus		Usambara Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris venustus, Nectarinia venusta	eris-nektarilind	Variable Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cinnyris whytei, Cinnyris ludovicensis whytei, Nectarinia ludovicensis whytei		Whyte's Double-collared Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra alinae, Nectarinia alinae		Blue-headed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra bannermani, Nectarinia bannermani		Bannerman's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra cyanolaema, Nectarinia cyanolaema		Blue-throated Brown Sunbird, Blue-throated Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra olivacea, Nectarinia olivacea		Olive Sunbird, Eastern Olive Sunbird, Tuftless Olive Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra oritis, Nectarinia oritis		Cameroon Sunbird, Cameroun Blue-headed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra veroxii, Cyanomitra verreauxii, Nectarinia veroxii		Grey Sunbird, Mouse-coloured Sunbird, Mouse-colored Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Cyanomitra verticalis, Nectarinia verticalis		Green-headed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Deleornis axillaris, Anthreptes fraseri axillaris, Anthreptes axillaris		Grey-headed Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Deleornis fraseri, Anthreptes fraseri		Fraser's Sunbird, Scarlet-tufted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Drepanorhynchus reichenowi, Nectarinia reichenowi, Cyanomitra reichenowi	kuld-nektarilind	Golden-winged Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Dreptes thomensis, Nectarinia thomensis, Cinnyris thomensis	hiid-nektarilind	Giant Sunbird, Sao Tome Sunbird, Sao Thomé Giant Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Hedydipna collaris, Anthodiaeta collaris, Anthreptes collaris		Collared Sunbird, Collared Green Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Hedydipna metallica, Anthodiaeta metallica, Anthreptes metallicus	niiluse nektarilind	Nile Valley Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Hedydipna pallidigaster, Anthodiaeta pallidigaster, Anthreptes pallidigaster		Amani Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Hedydipna platura, Anthodiaeta platura, Anthreptes platurus		Pygmy Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Kurochkinegramma hypogrammicum, Arachnothera hypogrammica, Hypogramma hypogrammicum		Purple-naped Spiderhunter, Purple-naped Sunbird, Blue-naped Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma aspasia, Leptocoma sericea, Nectarinia aspasia, [Nectarinia sericea]		Black Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma brasiliana, Leptocoma sperata brasiliana		Van Hasselt's Sunbird, Maroon-bellied Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma calcostetha, Nectarinia calcostetha		Copper-throated Sunbird, Macklot's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma minima, Nectarinia minima		Crimson-backed Sunbird, Small Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma sperata juliae, Leptocoma juliae		Orange-lined Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma sperata, Nectarinia sperata, Cinnyris sperata		Purple-throated Sunbird, Van Hasselt's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Leptocoma zeylonica, Nectarinia zeylonica		Purple-rumped Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia bocagii		Bocage's Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia famosa	malahhiit-nektarilind	Malachite Sunbird, Yellow-tufted Malachite Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia johnstoni	lobeelia-nektarilind	Scarlet-tufted Sunbird, Red-tufted Sunbird, Scarlet-tufted Malachite Sunbird, Red-tufted Malachite Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia kilimensis		Bronze Sunbird, Bronzy Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia purpureiventris		Purple-breasted Sunbird
Passeriformes	värvulised	Nectariniidae	nektarilindlased	Nectarinia tacazze		Tacazze Sunbird
Passeriformes	värvulised	Neosittidae		Daphoenositta chrysoptera, Neositta chrysoptera		Varied Sittella, Varied Sitella
Passeriformes	värvulised	Neosittidae		Daphoenositta miranda		Black Sittella, Pink-faced Nuthatch
Passeriformes	värvulised	Neosittidae		Daphoenositta papuensis, Daphoenositta chrysoptera papuensis, Neositta papuensis		Papuan Sittella, Papuan Sitella
Passeriformes	värvulised	Nesospingidae		Nesospingus speculiferus		Puerto Rican Tanager
Passeriformes	värvulised	Nicatoridae		Nicator chloris		Western Nicator, Yellow-spotted Nicator, Common Nicator
Passeriformes	värvulised	Nicatoridae		Nicator gularis		Eastern Nicator, White-throated Nicator, Zambesi Nicator
Passeriformes	värvulised	Nicatoridae		Nicator vireo		Yellow-throated Nicator
Passeriformes	värvulised	Notiomystidae	hihilased	Notiomystis cincta	hihi	Stitchbird, Stitch-bird, Hihi
Passeriformes	värvulised	Onychorhynchidae		Myiobius atricaudus		Black-tailed Myiobius, Black-tailed Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Myiobius barbatus		Whiskered Myiobius, Whiskered Flycatcher, Bearded Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Myiobius sulphureipygius		Sulphur-rumped Myiobius, Sulphur-rumped Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Myiobius villosus		Tawny-breasted Myiobius, Tawny-breasted Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Onychorhynchus coronatus mexicanus, Onychorhynchus mexicanus		Northern Royal Flycatcher, Northern Royal-Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Onychorhynchus coronatus occidentalis, Onychorhynchus occidentalis		Pacific Royal Flycatcher, Pacific Royal-Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Onychorhynchus coronatus, Onychorhynchus coronatus coronatus (incl. O. c. castelnaui)		Tropical Royal Flycatcher, Amazonian Royal Flycatcher, Amazonian Royal-Flycatcher, Royal Flycatcher (s. l.), Crowned Flycatcher (s. l.)
Passeriformes	värvulised	Onychorhynchidae		Onychorhynchus swainsoni, Onychorhynchus coronatus swainsoni		Atlantic Royal Flycatcher, Atlantic Royal-Flycatcher
Passeriformes	värvulised	Onychorhynchidae		Terenotriccus erythrurus, Myiobius erythrurus		Ruddy-tailed Flycatcher
Passeriformes	värvulised	Oreoicidae		Aleadryas rufinucha		Rufous-naped Bellbird, Rufous-naped Whistler
Passeriformes	värvulised	Oreoicidae		Oreoica gutturalis		Crested Bellbird
Passeriformes	värvulised	Oreoicidae		Ornorectes cristatus, [Pitohui cristatus]		Piping Bellbird, Crested Pitohui
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus albiloris, Oriolus steerii albiloris, Xanthonotus albiloris	valjaspeoleo	White-lored Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus auratus	kuldpeoleo	African Golden Oriole, African Golden-Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus bouroensis, Mimeta bouroensis	pruunpeoleo	Black-eared Oriole, Buru Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus brachyrynchus, Oriolus brachyrhynchus	metspeoleo	Western Oriole, Western Black-headed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus chinensis	maskpeoleo	Black-naped Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus chinensis diffusus, Oriolus diffusus	ränd-maskpeoleo	Eastern Black-naped Oriole, Asian Golden Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus chinensis maculatus, Oriolus maculatus	sunda maskpeoleo	Sunda Black-naped Oriole, Sunda Golden Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus chlorocephalus	rohepea-peoleo	Green-headed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus consanguineus, Oriolus cruentus consanguineus, Analcipus cruentus consanguineus		Black-and-crimson Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus consobrinus, Oriolus xanthonotus consobrinus		Ventriloquial Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus crassirostris	sãotomé peoleo	Sao Tome Oriole, São Tomé Oriole, Sao Thome Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus cruentus, Analcipus cruentus	punalaik-peoleo	Javan Oriole, Black-and-crimson Oriole*, Crimson-breasted Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus decipiens, Oriolus bouroensis decipiens	tanimbari peoleo	Tanimbar Oriole
